ID PERGUNTA,ID RESPOSTA ACEITA,QUANTIDADE DE RESPOSTAS,FECHADA,DATA FECHAMENTO,QUANTIDADE COMENTÁRIO,DATA CRIAÇÃO,FOI RESPONDIDA,ÚLTIMA DATA DE EDIÇÃO,PONTOS,TAGS,TITLE,QUANTIDADE VISUALIZAÇÕES,DESCRIÇAO,QUANTIDADADE DE VOTOS (down),FOI VOTADA (down),QUANTIDADE DE VOTOS (up),QUANTIDADE DE VOTOS DELETADOS,FOI VOTADA (up),TEMPO (minutos) ENTRE PERGUNTA E 1º COMENTARIO,TEMPO (minutos) ENTRE PERGUNTA E 1ª RESPOSTA,TEMPO (minutos) ENTRE 1º COMENTARIO E 1ª RESPOSTA,COERENCIA ENTRE TITULO E DESCRICAO,TITULO BEM DEFINIDO,EXEMPLO,USO DA NORMA CULTA,SER EDUCADO,DETALHE DO CONTEXTO DO PROBLEMA,DESCRICAO CURTA,OBJETIVIDADE,CLAREZA,PERGUNTA BEM DEFINIDA,EVITAR CRIAR PERGUNTAS DUPLICADAS,EVITAR CRIAR PERGUNTAS SOBRE TARABALHOS ACADEMICOS
88520,88527,1,false,null,0,Wed Sep 23 11:43:39 BRT 2015,true,null,0,"[java, angularjs, rest, vraptor]",Paginação Dinâmica em tabela com AngularJs,1287,"Tenho o seguinte cenário:

[![inserir a descrição da imagem aqui][1]][1]

Recupero esses dados de uma API Rest com Vraptor. Gostaria de exibir apenas dois itens por página, porém não sei por onde começar. Implementei essa paginação utilizando o [ui-bootstrap][2]. 

Como faço para fazer uma consulta dinâmica e exibir apenas dois itens por página?


**Back-end:**

Controller:

    @Get
    @Path(""/colaboradores"")
    public void listarTodos() {
    		result.use(Results.json())
    		.withoutRoot()
    		.from(colaboradorDAO.listarColaboradores())
    		.serialize();
    }

DAO:

    @SuppressWarnings(""unchecked"")
    	public List<Colaborador> listarColaboradores() {
    		List<Colaborador> lista = new ArrayList<>();
    		Session sessao = HibernateUtil.getSessionFactory().openSession();
    		Transaction transacao = null;
    		try {
    			transacao = sessao.beginTransaction();
    			Query consulta = sessao.getNamedQuery(""Colaborador.listar"");
    			lista = consulta.list();
    			transacao.commit();
    		} catch (RuntimeException ex) {
    			ex.printStackTrace();
    			throw ex;
    		} finally {
    			sessao.close();
    		}
    		return lista;
    	}

-------
**Front-end:**

Controller:

    angular.module(""oraculo"").controller(""colaboradorController"", function($scope, $routeParams, $location, colaboradorAPI){
    
     $scope.tamanhoMaximo = 6;
     $scope.totalItems = 175;
     $scope.currentPage = 1;
     
     ...//Código Omitido

Página:

    ...//Trecho omitido
    </table>
    <pagination total-items=""totalItems"" ng-model=""currentPage"" max-size=""tamanhoMaximo"" class=""pagination-sm"" boundary-links=""true"" rotate=""false"" num-pages=""numPages""></pagination>
    <pre>Page: {{currentPage}} / {{numPages}}</pre>




  






  [1]: http://i.stack.imgur.com/7M6Ep.png
  [2]: http://angular-ui.github.io/bootstrap/#/getting_started
",0,false,0,0,false,Sem comentário,25,Sem resposta/comentario,1,1,1,0,0,0,1,1,1,1,0,1
88509,88518,2,false,null,0,Wed Sep 23 11:14:57 BRT 2015,true,Wed Sep 23 12:23:38 BRT 2015,1,"[java, android]",Não estou conseguindo exbir um listView que usa um ArrayAdapter<String>,69,"Eu tenho uma classe principal que herda da Activity onde tenho minhas views, mas precisei criar uma outra classe que herda ArrayAdapter<String>. Porém não estou conseguindo apresentar minha listView, o estranho é que quando pega um item da lista e imprimo funciona. Alguém pode dar um help? Agradeço desde já!

Este método está na minha classe que herda Activity. Este é o método para preencher a activity que não está mostrando nada.

    //recebo um vetor de String com dados do banco
    public void preencheListView(String[] paises) {

			lv = new ListView(this);
			//instancio aqui
			adapter = new ArrayAdapter(this, android.R.layout.simple_list_item_1, paises);
			//aqui eu consigo imprimir um pais para teste, o que significa que o adapter está ok
			System.out.println(""teste: ""+adapter.getItem(1));
			lv.setAdapter(adapter);
			lv.setOnItemClickListener(this);
			linearlayout.addView(lv);

		}
	}


Esta é a minha classe que herda ArrayAdapter<String>

        	
    public class ArrayAdapter extends ArrayAdapter<String> {
    
    	public Context ctx;
    	public int rec;
    	public String[] paises;
    	
    	
    
    	public ArrayAdapter(Context context, int resource, String[] p) {
    		super(context, android.R.layout.simple_list_item_1, p);
    		this.ctx = context;
    		this.rec = resource;
    		this.paises = p;
    	}
    
    	@Override
    	public int getCount() {
    		// TODO Auto-generated method stub
    		return 0;
    	}
    
    	@Override
    	public long getItemId(int position) {
    		// TODO Auto-generated method stub
    		return 0;
    	}
    
    	@Override
    	public View getView(int position, View convertView, ViewGroup parent) {
    		// TODO Auto-generated method stub
    		return null;
    	}
    
    	public int getRec() {
    		return rec;
    	}
    
    	public void setRec(int rec) {
    		this.rec = rec;
    	}
    
    	public Context getCtx() {
    		return ctx;
    	}
    
    	public void setCtx(Context ctx) {
    		this.ctx = ctx;
    	}
    
    	public String[] getPaises() {
    		return paises;
    	}
    
    	public void setPaises(String[] paises) {
    		this.paises = paises;
    	}
    
    
    }

Obs: Antes de eu criar a classe ArrayAdapter funcionava certinho, porém tive que criar a ArrayAdapter porque vou precisar usar o `getView()`.

Obs2: Coloquei um `adapter.getCount()` agora e descobri que o adapter está vazio mesmo, porém imprimo o item, com o `adapter.getItem(x);`

Obs3: Será que estou chamando a classe ArrayAdapter da maneira correta?
",0,false,0,0,false,Sem comentário,26,Sem resposta/comentario,1,1,1,0,0,0,0,0,0,0,0,1
88481,88621,2,false,null,16,Wed Sep 23 09:57:50 BRT 2015,true,null,6,"[java, genéricos]",Como especificar que o tipo do construtor seja igual ao declarado na classe?,133,"Criei um um objeto que aceita uma lista de qualquer tipo, assim:

    class Grid<T> {
        private Integer count;
        private Integer offset;
        private Integer limit;
        private List<T> list;
        
        private T tipo;
    
        public Grid() {
        }
    
        public Grid(Integer count, List<T> list) {
            this.count = count;
            this.list = list;
        }
    }

Porém, dessa maneira ele me permite criar um objeto de um tipo e passar no construtor outro tipo, assim:

    List<Usuario> listaUsuarios = new ArrayList<>();
    Grid<Empresa> grid = new Grid(10, listaUsuarios);

Ou seja, criei um Grid do tipo `Empresa`, e passei no construtor uma lista do tipo `Usuario`.

Já se fizer um `setList(List<T> list)` ele funciona como esperado, ou seja, ele só aceita se a lista for do mesmo tipo da declarada na classe.

**Como posso exigir que a lista do construtor seja igual àquela declarada na classe?** Ou seja, se criar um `Grid<Empresa>` no construtor ele só deva aceitar uma lista do tipo `List<Empresa>`.",0,false,0,0,false,3,100,96,1,0,1,0,0,0,1,1,1,1,0,1
88474,88553,1,false,null,4,Wed Sep 23 09:34:33 BRT 2015,true,Wed Sep 23 10:36:20 BRT 2015,1,"[java, tray]",Tray Icon Windows,84,"Estou criando uma aplicação para realizar backup, e penso em colocar a aplicação para roda em tempo integral em que a máquina esteja em funcionamento.

Penso colocar a aplicação no Try Icon do Windows porém depois de alguns testes consegui fazer o funcionar só que ao minimizar a aplicação não consigo somente mantê-la minimizada no tray, e fica na barra de tarefa.

O post que segui para criar meu tray foi o do meu link a seguir:

[Post Tray Icon][1]


  [1]: http://pt.stackoverflow.com/questions/15553/iniciar-meu-aplicativo-com-windows-em-system-tray

",0,false,0,0,false,11,262,251,1,1,0,1,0,0,1,1,0,0,0,1
88462,0,2,false,null,2,Wed Sep 23 08:55:12 BRT 2015,false,Wed May 25 12:40:00 BRT 2016,2,[java],Leitura de arquivos de maneira inversa,178,"Meu objetivo é ler um arquivo (linha por linha), porém, iniciando pelo final do arquivo (ultima linha) até o início (primeira linha).

Alguém poderia dar uma possível ideia de realizar esse procedimento?

Estava usando `RandomAcessFile` com o intuito de utilizar o `seek` para o final do arquivo e ir voltando, porém não deu muito certo.",0,false,0,0,false,4,Sem Resposta,Sem resposta/comentario,1,1,0,1,0,0,1,1,0,0,0,1
88457,88459,2,false,null,0,Wed Sep 23 08:46:51 BRT 2015,true,null,3,"[java, swing, awt]",Centralizar Janela Swing,95,"Queria saber como faço para quando chamar uma Janela secundaria no Swing ele deixe centralizada com a Janela Principal do programa. No momento, quando eu chamo a ele aparece no canto esquerdo superior.",0,false,0,0,false,Sem comentário,1,Sem resposta/comentario,1,1,0,1,0,0,1,1,0,0,0,1
88411,0,0,false,Fri Dec 18 11:24:18 BRT 2015,2,Tue Sep 22 20:08:41 BRT 2015,false,Tue Sep 22 20:38:28 BRT 2015,1,"[java, android, android-eclipse]",Foto salva mas não aparece na galeria,321,"Boa noite, estou com um projeto de uma câmera que adiciona no nome da foto o que o usuário escreve nos campos de texto.

O aplicativo funciona só que a foto não vai para a galeria. Só aparece na galeria se eu acessar a pasta pelo PC, ou seja, ela fica salva porém, para vê-la  na galeria preciso conectar um cabo USB a acessar a pasta, então ela aparece.

Segue activity
    /**
     *  
     */
    package info.androidhive.androidcameraapi;
    
    import java.io.File;
    import java.text.SimpleDateFormat;
    import java.util.Date;
    import java.util.Locale;
    import matheus.arruda.msinfo.dev.com.R;
    import android.app.Activity;
    import android.content.ContentValues;
    import android.content.Intent;
    import android.content.pm.PackageManager;
    import android.graphics.Bitmap;
    import android.graphics.BitmapFactory;
    import android.net.Uri;
    import android.os.Build;
    import android.os.Bundle;
    import android.os.Environment;
    import android.provider.MediaStore;
    import android.provider.MediaStore.Images;
    import android.util.Log;
    import android.view.View;
    import android.widget.Button;
    import android.widget.CheckBox;
    import android.widget.EditText;
    import android.widget.ImageView;
    import android.widget.Spinner;
    import android.widget.Toast;
    import android.widget.VideoView;
    import android.app.AlertDialog;
    
    public class MainActivity extends Activity {
    
    	
    	private static final int CAMERA_CAPTURE_IMAGE_REQUEST_CODE = 100;
    	private static final int CAMERA_CAPTURE_VIDEO_REQUEST_CODE = 200;
    	public static final int MEDIA_TYPE_IMAGE = 1;
    	public static final int MEDIA_TYPE_VIDEO = 2;
    
    	// Diretório para salvar
    	private static final String IMAGE_DIRECTORY_NAME = ""DBQ_LTQ"";
       
    	private Uri fileUri;
    
        public static  EditText txtum;
        public static  EditText txtoutros;
        private static Spinner spinlado;
    	private Button btnCapturePicture, btnRecordVideo, sobrebtn;
    
    	@Override
    	protected void onCreate(Bundle savedInstanceState) {
    		super.onCreate(savedInstanceState);
    		setContentView(R.layout.activity_main);
    
    		txtum = (EditText)findViewById(R.id.txtum);  
    		txtoutros = (EditText)findViewById(R.id.txtoutros);  
    		spinlado = (Spinner) findViewById(R.id.spinlado);
    		btnCapturePicture = (Button) findViewById(R.id.btnCapturePicture);
    		btnRecordVideo = (Button) findViewById(R.id.btnRecordVideo);
    		sobrebtn = (Button) findViewById(R.id.sobrebtn);
    		
    		
    		
    
    			    
    	    
    		btnCapturePicture.setOnClickListener(new View.OnClickListener() {
    
    			@Override
    			public void onClick(View v) {
    				
    				if(txtum.length()==0){
    					Toast.makeText(getApplicationContext(),
    							""ATENÇÃO: - O campo Unidade Metálica é de preenchimento obrigatório, favor preencher e tentar novamente."",
    							Toast.LENGTH_LONG).show();
    					}
    				else {
    					captureImage();
    				}
    				
    			}
    
    		});
    
    	
    		btnRecordVideo.setOnClickListener(new View.OnClickListener() {
    
    			@Override
    			public void onClick(View v) {
    				if(txtum.length()==0){
    					Toast.makeText(getApplicationContext(),
    							""ATENÇÃO: - O campo Unidade Metálica é de preenchimento obrigatório, favor preencher e tentar novamente."",
    							Toast.LENGTH_LONG).show();
    					}
    				else {
    					recordVideo();
    				}
    			}
    		});
    		
    		
    		
    		sobrebtn.setOnClickListener(new View.OnClickListener() {
    
    			@Override
    			public void onClick(View v) {
    
    				setContentView(R.layout.sobre);
    
    				
    				 new java.util.Timer().schedule( 
    	                    new java.util.TimerTask() {
    	                        @Override
    	                        public void run() {
    	               
    	                          	Intent intent = getIntent();
    	                     
    	                           	startActivity(intent);
    	                        }
    	                    }, 
    	                    3000
    	            );
    			}
    		});
    		
    
    
    		// Checking camera availability
    		if (!isDeviceSupportCamera()) {
    			Toast.makeText(getApplicationContext(),
    					""Erro (7002) Seu dispositivo não possui uma camera."",
    					Toast.LENGTH_LONG).show();
    			// Fecha a activity caso o aparelho não possua camêra
    			finish();
    		}
    	}
    
    	/**
    	 * Verifica a compatibilidade do telefone
    	 * */
    	private boolean isDeviceSupportCamera() {
    		if (getApplicationContext().getPackageManager().hasSystemFeature(
    				PackageManager.FEATURE_CAMERA)) {
    		
    			return true;
    		} else {
    
    			return false;
    		}
    	}
    
    
    	private void captureImage() {
    		Intent intent = new Intent(MediaStore.ACTION_IMAGE_CAPTURE);
    
    		fileUri = getOutputMediaFileUri(MEDIA_TYPE_IMAGE);
    
    		intent.putExtra(MediaStore.EXTRA_OUTPUT, fileUri);
    
    		
    		startActivityForResult(intent, CAMERA_CAPTURE_IMAGE_REQUEST_CODE);
    	}
    
    
    	@Override
    	protected void onSaveInstanceState(Bundle outState) {
    		super.onSaveInstanceState(outState);
    
    	
    		outState.putParcelable(""file_uri"", fileUri);
    	}
    
    	@Override
    	protected void onRestoreInstanceState(Bundle savedInstanceState) {
    		super.onRestoreInstanceState(savedInstanceState);
    
    		
    		fileUri = savedInstanceState.getParcelable(""file_uri"");
    		
    	}
    
    
    	private void recordVideo() {
    		Intent intent = new Intent(MediaStore.ACTION_VIDEO_CAPTURE);
    
    		fileUri = getOutputMediaFileUri(MEDIA_TYPE_VIDEO);
    
    		
    		intent.putExtra(MediaStore.EXTRA_VIDEO_QUALITY, 1);
    
    		intent.putExtra(MediaStore.EXTRA_OUTPUT, fileUri); 
    															
    
    		// inicia a camêra
    		startActivityForResult(intent, CAMERA_CAPTURE_VIDEO_REQUEST_CODE);
    	}
    
    	
    	/**
    	 * Receiving activity result method will be called after closing the camera
    	 * */
    	@Override
    	protected void onActivityResult(int requestCode, int resultCode, Intent data) {
    		
    		if (requestCode == CAMERA_CAPTURE_IMAGE_REQUEST_CODE) {
    			if (resultCode == RESULT_OK) {
    			
    				previewCapturedImage();
    			} else if (resultCode == RESULT_CANCELED) {
    				// Alertas
    				Toast.makeText(getApplicationContext(),
    						""Você fechou a camera"", Toast.LENGTH_SHORT)
    						.show();
    			} else {
    				
    				Toast.makeText(getApplicationContext(),
    						""Desculpe! O aplicativo falhou."", Toast.LENGTH_SHORT)
    						.show();
    			}
    		} else if (requestCode == CAMERA_CAPTURE_VIDEO_REQUEST_CODE) {
    			if (resultCode == RESULT_OK) {
    				
    				previewVideo();
    			} else if (resultCode == RESULT_CANCELED) {
    				
    				Toast.makeText(getApplicationContext(),
    						""Você cancelou a gravação do video"", Toast.LENGTH_SHORT)
    						.show();
    			} else {
    			
    				Toast.makeText(getApplicationContext(),
    						""Desculpe! O aplicativo falhou favor reiniciar a gravação"", Toast.LENGTH_SHORT)
    						.show();
    			}
    		}
    	}
    
    	
    	private void previewCapturedImage() {
    		try {
    			// // exibe um preview
    			
    
    			// gera mapa
    			BitmapFactory.Options options = new BitmapFactory.Options();
    
    			// ajusta o OutOfMemory do app a fim de evitar erros
    			
    			options.inSampleSize = 8;
    
    			final Bitmap bitmap = BitmapFactory.decodeFile(fileUri.getPath(),
    					options);
    
    			
    		} catch (NullPointerException e) {
    			e.printStackTrace();
    			
    		}
    	}
    
    	// exibe um preview
    	private void previewVideo() {
    		try {
    			
    			
    		} catch (Exception e) {
    			e.printStackTrace();
    		}
    	}
    	
    
    
    	/*
    	 * Cria o ID Uri da foto/video
    	 */
    	public Uri getOutputMediaFileUri(int type) {
    		return Uri.fromFile(getOutputMediaFile(type));
    	}
    
    	/*
    	 * Retorna com a foto/video
    	 */
    	private static File getOutputMediaFile(int type) {
    		
    		// Seta o diretorio externo
    		File mediaStorageDir = new File(
    				Environment
    						.getExternalStoragePublicDirectory(Environment.DIRECTORY_DCIM),
    				IMAGE_DIRECTORY_NAME);
    
    		// Cria diretoria
    		if (!mediaStorageDir.exists()) {
    			if (!mediaStorageDir.mkdirs()) {
    				Log.d(IMAGE_DIRECTORY_NAME, ""Erro: (7001) Entre em contato com o administrador ""
    						+ IMAGE_DIRECTORY_NAME + "" directory"");
    				return null;
    			}
    		}
    		
    		
    			
    		
    		String unidademetalica = ((String) txtum.getText().toString());
    		String outrasinformacoes = ((String) txtoutros.getText().toString());
    		String lado = spinlado.getSelectedItem().toString();
    		
    		
    		// Cria arquivo
    		
    		String timeStamp = new SimpleDateFormat(""ddMMyyyy_HHmmss"",
    				Locale.getDefault()).format(new Date());
    		File mediaFile;
    		if (type == MEDIA_TYPE_IMAGE) {
			mediaFile = new File(mediaStorageDir.getPath() + File.separator
					+ ""UM_ "" + unidademetalica + "" Lado_"" + lado + "" Outros_ "" + outrasinformacoes + "" Data_ "" + timeStamp + "".jpg"");  	   
					 	   
    					
    			
    		} else if (type == MEDIA_TYPE_IMAGE) {
			mediaFile = new File(mediaStorageDir.getPath() + File.separator
					+ ""UM_ "" + unidademetalica + "" Lado_"" + lado + "" Outros_ "" + outrasinformacoes + "" Data_ "" + timeStamp + "".mp4"");  	   
					
    		} else {
    			return null;
    		}
    			
    		return mediaFile;
    		
    		
    	}
    	
    	
    }
",0,false,0,0,false,18,Sem Resposta,Sem resposta/comentario,1,1,1,0,0,1,0,0,0,0,0,1
88390,88508,1,false,null,5,Tue Sep 22 17:30:29 BRT 2015,true,null,4,"[java, maven, plugin, jar]",Maven: gerar JAR com Dependências / Diretório recources,426,"Sou muito leigo com `Maven` e pelo fato de haver muito material na internet acabo ficando perdido como realizar a operação abaixo:

Preciso gerar o `JAR Runnable` do meu projeto com todas as Dependências que eu utilizei e também a pasta `java/main/resources/META-INF`.

Quem for me explicar, por favor, parta do ponto que eu tenho extremo baixo conhecimento em `Maven/Pom.xml`, pelo que andei vendo é necessário builda um pluguin com a configuração do projeto.

Segue abaixo a arvore de diretórios do meu projeto.

[![inserir a descrição da imagem aqui][1]][1]


  [1]: http://i.stack.imgur.com/2X3it.png",0,false,0,0,false,85,1063,978,1,1,0,1,0,1,1,1,0,0,0,1
88386,0,0,false,null,0,Tue Sep 22 17:24:01 BRT 2015,false,Tue Sep 22 19:00:46 BRT 2015,2,"[java, socket]",Como fechar um ServerSocketChannel?,36,"Eu tenho o seguinte código:

    Selector socketSelector = SelectorProvider.provider().openSelector();
    ServerSocketChannel serverChannel = ServerSocketChannel.open();
    serverChannel.configureBlocking(false);
    serverChannel.register(socketSelector, SelectionKey.OP_ACCEPT);
    serverChannel.socket().bind(new InetSocketAddress(1331));
        
    new Thread() {
        @Override
        public void run() {
            try {
               Thread.sleep(5000);
               serverChannel.close();
                    
            } catch (InterruptedException | IOException ex) {
            }
        }
    }.start();

Obs: O código não esta completo, é apenas um teste.

Esse código deveria abrir a conexão com a porta 1331, e depois de 5 segundos rodando deveria fechar a conexão, liberando a porta para uso. Porém, caso eu use essa linha:

    serverChannel.register(socketSelector, SelectionKey.OP_ACCEPT);

A porta não é liberada, somente se eu a remover, mas se eu remover não posso aceitar clientes.

Como posso dar um jeito de liberar a porta sem ter que fechar a aplicação ?",0,false,0,0,false,Sem comentário,Sem Resposta,Sem resposta/comentario,1,1,1,1,0,0,1,1,1,1,0,1
88345,0,2,false,Fri Nov 06 13:02:20 BRT 2015,0,Tue Sep 22 15:10:23 BRT 2015,true,Wed Sep 23 10:46:53 BRT 2015,1,"[java, arquivo]","Passagem de parâmetro usando o "" String[] args"" declarado na main",200,"Estive procurando na documentação da Oracle, exemplos de cópias de arquivos, com seus atributos de diversas formas... Dentro dessa pesquisa me deparei com uma coisa estranha que foi a passagem de parâmetro que estava sendo feita, que era a variável ""args"" declarada como string na main

Segue o código para mostrar... Gostaria de saber o que está acontecendo e por que foi usado.

    import java.nio.file.*;
    import static java.nio.file.StandardCopyOption.*;
    import java.nio.file.attribute.*;
    import static java.nio.file.FileVisitResult.*;
    import java.io.IOException;
    import java.util.*;

    /**
     * Sample code that copies files in a similar manner to the cp(1) program.
     */

    public class Copy {

    /**
     * Returns {@code true} if okay to overwrite a  file (""cp -i"")
     */
    static boolean okayToOverwrite(Path file) {
        String answer = System.console().readLine(""overwrite %s (yes/no)? "", file);
        return (answer.equalsIgnoreCase(""y"") || answer.equalsIgnoreCase(""yes""));
    }

    /**
     * Copy source file to target location. If {@code prompt} is true then
     * prompt user to overwrite target if it exists. The {@code preserve}
     * parameter determines if file attributes should be copied/preserved.
     */
    static void copyFile(Path source, Path target, boolean prompt, boolean preserve) {
        CopyOption[] options = (preserve) ?
            new CopyOption[] { COPY_ATTRIBUTES, REPLACE_EXISTING } :
            new CopyOption[] { REPLACE_EXISTING };
        if (!prompt || Files.notExists(target) || okayToOverwrite(target)) {
            try {
                Files.copy(source, target, options);
            } catch (IOException x) {
                System.err.format(""Unable to copy: %s: %s%n"", source, x);
            }
        }
    }

    /**
     * A {@code FileVisitor} that copies a file-tree (""cp -r"")
     */
    static class TreeCopier implements FileVisitor<Path> {
        private final Path source;
        private final Path target;
        private final boolean prompt;
        private final boolean preserve;

        TreeCopier(Path source, Path target, boolean prompt, boolean preserve) {
            this.source = source;
            this.target = target;
            this.prompt = prompt;
            this.preserve = preserve;
        }

        @Override
        public FileVisitResult preVisitDirectory(Path dir, BasicFileAttributes attrs) {
            // before visiting entries in a directory we copy the directory
            // (okay if directory already exists).
            CopyOption[] options = (preserve) ?
                new CopyOption[] { COPY_ATTRIBUTES } : new CopyOption[0];

            Path newdir = target.resolve(source.relativize(dir));
            try {
                Files.copy(dir, newdir, options);
            } catch (FileAlreadyExistsException x) {
                // ignore
            } catch (IOException x) {
                System.err.format(""Unable to create: %s: %s%n"", newdir, x);
                return SKIP_SUBTREE;
            }
            return CONTINUE;
        }

        @Override
        public FileVisitResult visitFile(Path file, BasicFileAttributes attrs) {
            copyFile(file, target.resolve(source.relativize(file)),
                     prompt, preserve);
            return CONTINUE;
        }

        @Override
        public FileVisitResult postVisitDirectory(Path dir, IOException exc) {
            // fix up modification time of directory when done
            if (exc == null && preserve) {
                Path newdir = target.resolve(source.relativize(dir));
                try {
                    FileTime time = Files.getLastModifiedTime(dir);
                    Files.setLastModifiedTime(newdir, time);
                } catch (IOException x) {
                    System.err.format(""Unable to copy all attributes to: %s: %s%n"", newdir, x);
                }
            }
            return CONTINUE;
        }

        @Override
        public FileVisitResult visitFileFailed(Path file, IOException exc) {
            if (exc instanceof FileSystemLoopException) {
                System.err.println(""cycle detected: "" + file);
            } else {
                System.err.format(""Unable to copy: %s: %s%n"", file, exc);
            }
            return CONTINUE;
        }
    }

    static void usage() {
        System.err.println(""java Copy [-ip] source... target"");
        System.err.println(""java Copy -r [-ip] source-dir... target"");
        System.exit(-1);
    }

    public static void main(String[] args) throws IOException {
        boolean recursive = false;
        boolean prompt = false;
        boolean preserve = false;

        // process options
        int argi = 0;
        while (argi < args.length) {
            String arg = args[argi];
            if (!arg.startsWith(""-""))
                break;
            if (arg.length() < 2)
                usage();
            for (int i=1; i<arg.length(); i++) {
                char c = arg.charAt(i);
                switch (c) {
                    case 'r' : recursive = true; break;
                    case 'i' : prompt = true; break;
                    case 'p' : preserve = true; break;
                    default : usage();
                }
            }
            argi++;
        }

        // remaining arguments are the source files(s) and the target location
        int remaining = args.length - argi;
        if (remaining < 2)
            usage();
        Path[] source = new Path[remaining-1];
        int i=0;
        while (remaining > 1) {
            source[i++] = Paths.get(args[argi++]);
            remaining--;
        }
        Path target = Paths.get(args[argi]);

        // check if target is a directory
        boolean isDir = Files.isDirectory(target);

        // copy each source file/directory to target
        for (i=0; i<source.length; i++) {
            Path dest = (isDir) ? target.resolve(source[i].getFileName()) : target;

            if (recursive) {
                // follow links when copying files
                EnumSet<FileVisitOption> opts = EnumSet.of(FileVisitOption.FOLLOW_LINKS);
                TreeCopier tc = new TreeCopier(source[i], dest, prompt, preserve);
                Files.walkFileTree(source[i], opts, Integer.MAX_VALUE, tc);
            } else {
                // not recursive so source must not be a directory
                if (Files.isDirectory(source[i])) {
                    System.err.format(""%s: is a directory%n"", source[i]);
                    continue;
                }
                copyFile(source[i], dest, prompt, preserve);
            }
        }
    }
    }


Se notarem no trecho abaixo mostra a passagem, que estou falando, como é a primeira vez que vejo isso, gostaria de uma ajuda pra entender.
 
     public static void main(String[] args) throws IOException {
        boolean recursive = false;
        boolean prompt = false;
        boolean preserve = false;

        // process options
        int argi = 0;
        while (argi < args.length) {
            String arg = args[argi];
            if (!arg.startsWith(""-""))
                break;
            if (arg.length() < 2)
                usage();
            for (int i=1; i<arg.length(); i++) {
                char c = arg.charAt(i);
                switch (c) {
                    case 'r' : recursive = true; break;
                    case 'i' : prompt = true; break;
                    case 'p' : preserve = true; break;
                    default : usage();
                }
            }
            argi++;
        }

Obrigado",0,false,0,0,false,Sem comentário,9,Sem resposta/comentario,1,1,1,0,0,1,0,0,0,0,0,1
88316,88320,3,false,null,0,Tue Sep 22 14:00:27 BRT 2015,true,Fri Jun 10 09:33:42 BRT 2016,9,"[java, packages]",Existe alguma forma de generalizar as importações de bibliotecas em Java?,70,"Eu criei dentro de um mesmo pacote chamado `Banco`, duas classes em Java: `ContaSalario` e `ContaPoupanca`. Quando vou importar essas duas classe na minha classe principal, eu faço:

    import Banco.ContaSalario;    
    import Banco.ContaPoupanca;

Existe alguma forma de importar todas as classes de um mesmo pacote com uma única chamada? Por exemplo:

    import Banco.all;",0,false,0,0,false,Sem comentário,5,Sem resposta/comentario,1,1,1,1,0,1,1,1,1,1,0,1
88270,88275,3,false,null,1,Tue Sep 22 10:50:26 BRT 2015,true,Thu Aug 18 20:47:41 BRT 2016,19,"[java, serialização, desserialização]",Qual a finalidade da interface Serializable?,304,"Exemplo de implementação:

     public class MyClass implements Serializable{
	     private static final long serialVersionUID = 1L;
     }",0,false,0,0,false,5,13,8,1,1,1,1,0,0,1,1,1,1,0,1
88251,0,1,false,null,9,Tue Sep 22 09:54:00 BRT 2015,true,null,2,"[php, java, android, ios]",Requisição com Volley o Webservice não reconhece json,108,"Estou tentando fazer uma requisição POST com o Volley Android, mas o meu Webservice não reconhece o arquivo json que é enviado como parâmetro. Com o plugin Postman do Google Chrome o Webservice consome perfeitamente sem problemas. 

Abaixo está meu método que consume o json no Webservice:

    @POST
    @Path(""/login"")
    @Consumes(""application/json"")
    @Produces(""application/json"")
    public Response authenticate(Usuario usuario) {
    	
        try{
        	        	
            System.out.println(""CPF: "" + usuario.getCpfUsuario());

        	return Response.ok(""OK"").build();

        } catch (Exception e) {
            return Response.status(Response.Status.UNAUTHORIZED).build();
        }    
        
    }


Meu cliente Android:

    Usuario u = new Usuario(""sadsadsad"",""asdaddad"");
    Gson gson = new Gson();

    String s =  new String(gson.toJson(u));
    Map<String, String> params  = new HashMap<String, String>();
    params.put(""Usuario"", s);

    JsonObjectRequest mCustomRequest = new JsonObjectRequest(
                Request.Method.POST,
                ""http://(meuip):8080/webservice/authentication/login"",
                new JSONObject(params),
                new Response.Listener<JSONObject>() {
                    @Override
                    public void onResponse(JSONObject response) {
                        mTextView.setText(""Retorno: "" + response);
                    }
                },
                new Response.ErrorListener(){
                    @Override
                    public void onErrorResponse(VolleyError error) {
                        mTextView.setText(""Falhou: "" + error);
                        Log.i(""SAIDA: "", """" + error);
                    }
                }){

            @Override
            public Map<String, String> getHeaders() throws AuthFailureError {
                HashMap<String, String> headers = new HashMap<String, String>();
                headers.put(""Accept"", ""application/json; charset=utf-8"");
                return headers;
            }

        };

        NetworkConnection.getInstance(getActivity()).addRequestQueue(mCustomRequest);


A saída no Webservice quando acessado com o cliente Android é CPF: null e com o Postman CPF: ""o valor passado""

A resposta do cliente android é: com.android.volley.AuthFailureError
",0,false,0,0,false,5,261,255,1,1,1,0,0,0,1,1,1,1,0,1
